,aliases,align,alive,appearances,birth,character_id,character_name,count_of_issue_appearances,deck,eye,first_appeared_in_issue,gsm,hair,identity_type,image,join_name,origin,page_id,powers,publisher,real_name,sex,teams,year
2510,"Galactic Warrior
Loverbug
",Good Characters,Living Characters,151,,5049,Bug,221,"Master thief of Kaliklak, Bug joined commander Rann and the Micronauts in order to fight Baron Karza, dreadful ruler of his Universe.",Yellow Eyes,Jan-79,,Green Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/6342394-bug_%28insectivorid%29_%28earth-616%29_from_guardians_of_the_galaxy_vol_4_5_001.jpg,bug_jan_79,Alien,15209,,MARVEL Comics,Bug,Male Characters,Ant Men; Guardians of the Galaxy; Knowhere Corps; Micronauts; The Enigma Force,1979
2511,"Lightspeed
Molecula
Starstreak
Mistress of Density
Rainbow Brite",Good Characters,Living Characters,150,,3133,Julie Power,462,"Julie Power, known as Lightspeed of the superhero group Power Pack. A bright and intelligent girl who is fascinated by all the world has to offer.",Blue Eyes,Aug-84,Pansexual Characters,Strawberry Blond Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/80162-109276-julie-power.jpg,julie_power_aug_84,Human,2023,,MARVEL Comics,Julie Power,Female Characters,Avengers Academy; Loners; Power Pack; Wolfpack,1984
2512,Maximus the Mad; The Last Inhuman,Neutral Characters,Living Characters,147,,3447,Maximus,420,"Maximus is the genius and insane brother of Black Bolt who often plots against the Inhuman Royal Family. Recently, he has been cooperating with the Royal Family under Medusa's rule.",Blue Eyes,Feb-66,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/1068755-91_realm_of_kings__inhumans_02.jpg,maximus_feb_66,Other,79494,,MARVEL Comics,Maximus Boltagon,Male Characters,Attilan Royal Family; Cabal; Horsemen of Apocalypse; Illuminati; Inhumans,1966
2513,"Jo
J
Queen of Thebes
Bride of Ultron
Jocasta Pym",Good Characters,Living Characters,140,,3318,Jocasta,384,"Once the Bride of Ultron, Jocasta has become an honorary member of the Avengers after years of loyalty and sacrifice. She had until most recently held a position at The Avengers Academy.",Red Eyes,Aug-77,,No Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/3989843-3496330-jocasta.jpg,jocasta_aug_77,Robot,1891,,MARVEL Comics,Jocasta,Female Characters,A.R.M.O.R.; Army of Brides; Avengers; Baintronics; Fantastic Four; Gatherers; S.H.I.E.L.D. Robot Hunter Squad; The Initiative; The Machine Resistance; The Mavericks,1977
2514,None,Good Characters,Living Characters,139,,6823,Dragon Man,374,Dragon Man is a synthetic lifeform and occasional enemy of The Avengers. He is currently a member of the Future Foundation.,Grey Eyes,Feb-65,,No Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/4215939-untitled-1.jpg,dragon_man_feb_65,Robot,1475,,MARVEL Comics,None,Male Characters,Circus of Crime; Cosmic Strangers; Frightful Four; Future Foundation; New Enforcers,1965
2515,Hollywood Hambone,Good Characters,Deceased Characters,137,,14199,Dino Manelli,378,"Dino Manelli was an Italian-American movie star who was drafted during World War II. He served in a variety of marvel teams, including as a member of the Howling Commandos, the Deadly Dozen and as an agent for S.H.I.E.L.D. He was loosely based on actor Dean Martin.",,May-63,,Black Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/3452058-furylmd9.jpg,dino_manelli_may_63,Human,83811,,MARVEL Comics,Unknown,Male Characters,Deadly Dozen; Howling Commandos; S.H.I.E.L.D.; United States Army,1963
2516,Edvard Haberdash,Bad Characters,Living Characters,136,,2646,Nightmare,291,Nightmare is the ruler of the dream dimension and a co-creator of the Fear Lords. He is a primary enemy to Doctor Strange,Black Eyes,Jul-63,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/996855-34_doctor_voodoo__avenger_of_the_supernatural_4.jpg,nightmare_jul_63,God/Eternal,2225,,MARVEL Comics,None,Male Characters,Fear Lords; Lords of the Splinter Realms,1963
2517,Supreme Public Accuser; Supreme General; Supremor; Ro-Nan; Ronan the Accuser,Neutral Characters,Living Characters,136,,4818,Ronan,409,"Long time Supreme Public Accuser and eventual Supremor of the Kree Empire, Ronan is married to Crystal of the Inhumans, the new benefactors and leaders of the Kree.",Blue Eyes,Aug-67,,Brown Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/76824-82805-ronan.jpg,ronan_aug_67,Alien,2362,,MARVEL Comics,Ronan,Male Characters,Annihilators; Galactic Council; Kree; Kree Public Accuser Corps; Starforce; The Select; United Front,1967
2518,Agent Sitwell,Good Characters,Deceased Characters,134,,7529,Jasper Sitwell,266,A S.H.I.E.L.D. agent that was trained by Nick Fury personally. He was S.H.I.E.L.D.'s top interrogator and the sometimes partner of Jimmy Woo. Currently a zombie working for S.T.A.K.E.,Blue Eyes,May-66,,Blond Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/593687-jaspersitwellhandbook.png,jasper_sitwell_may_66,Human,18135,,MARVEL Comics,Jasper Sitwell,Male Characters,Howling Commandos; S.H.I.E.L.D.; S.T.A.K.E.; Stark Industries; Zombies,1966
2519,Paul Dennis; Paul Denning; Palmer DeNiro; Mr. Shooting for Dollars; Pal-O-Mine,Neutral Characters,Living Characters,134,,10584,Paladin,372,A benevolent and honorable mercenary. Paladin has frequently fought alongside superheroes against some of his dubious employers.,Brown Eyes,Jan-78,,Brown Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/1514613-12_h4hv2003__var_cov.jpg,paladin_jan_78,Human,2245,,MARVEL Comics,None,Male Characters,Brand Corporation; Central Intelligence Agency; Commission on Superhuman Activities; Defenders; Federal Bureau of Investigation; H.A.M.M.E.R.; Heroes For Hire; Intruders; Maggia; Obscurity Legion; Outlaws; Roxxon; S.H.I.E.L.D.; Stark Industries; Stars and Stripes; The Initiative; Thunderbolts; United States Air Force; United States Department of Homeland Security; United States Secret Service; United States Special Forces; Villains for Hire; Wild Pack,1978
2520,Rhona Burchill; Denker; Julius,Bad Characters,Living Characters,133,,2131,Mad Thinker,403,A scientist who believes in predicting the future with math.,Blue Eyes,Jun-63,,Brown Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/2878879-mad_thinker_1.jpg,mad_thinker_jun_63,Human,2061,,MARVEL Comics,None,Male Characters,Council Of Doom; Illuminati; Intelligencia,1963
2521,None,,Living Characters,132,,12722,Hedy Wolfe,283,Patsy Walker's best friend and closest frenemy.,Hazel Eyes,Nov-44,,Black Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/766418-hedy.jpg,hedy_wolfe_nov_44,Human,18656,,MARVEL Comics,Hedy Wolfe,Female Characters,,1944
2522,Black Baron ; Lord of the Dark Dimension; The Dread One; Flyx; Eater of Souls,Bad Characters,Living Characters,132,,2205,Dormammu,429,"Dormammu is the Ruler of the Dark Dimension, a being of immense mystical power. He uses his vast powers to conquer other universes and dimensions, earning himself the enmity of Doctor Strange in the process.",Yellow Eyes,Nov-64,,No Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/4756262-3061516-6601871808-25709.jpg,dormammu_nov_64,God/Eternal,1464,,MARVEL Comics,None,Male Characters,Faltine; Lords of the Splinter Realms,1964
2523,"Mercury
Hurricane
Jake Curtiss
Adam Clayton
Mike Khary
Mark Curry
Michael Gray
Major Mercury",Good Characters,Living Characters,131,,13945,Makkari,213,Makkari is an Eternal and the fastest speedster in the Marvel Universe.,Blue Eyes,Aug-40,,Strawberry Blond Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/2360593-eter2var.jpg,makkari_aug_40,God/Eternal,2088,,MARVEL Comics,Makkari,Male Characters,Eternals; First Line; Monster Hunters,1940
2524,"Carnage
Mass Carnage
999th",Bad Characters,Living Characters,129,,85179,Cletus Kasady,282,Cletus Kassady is a deranged and highly dangerous serial killer and long-time host to the Carnage symbiote.,Green Eyes,Feb-91,,No Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/6430479-posioncarnage2.jpg,cletus_kasady_feb_91,Human,37620,,MARVEL Comics,Cletus Kasady,Male Characters,Arkham Asylum Inmates; Team Carnage,1991
2525,Supremor,Neutral Characters,Living Characters,128,,6096,Supreme Intelligence,320,The Kree supreme Intelligence is the collective of the greatest Kree minds in history.,Yellow Eyes,Aug-67,,Green Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/1908269-supreme_intelligence___ff_6.jpg,supreme_intelligence_aug_67,Alien,10485,,MARVEL Comics,None,Male Characters,Galactic Council; Kree; Starforce; The Many-Angled Ones,1967
2526,None,Good Characters,Living Characters,128,,6810,Aragorn,240,"The winged steed of Black Knight, and later Valkyrie.",Brown Eyes,Jan-68,,White Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/3247061-ohotmu%20marvel%20pets%20%231%20-%20page%204.jpg,aragorn_jan_68,Animal,1090,,MARVEL Comics,Aragorn,Male Characters,Avengers; Valkyrior Steeds,1968
2527,Betty Dean Prentiss,Good Characters,Deceased Characters,127,,36300,Betty Dean,148,A policewoman in the 1940's. She often helped out Namor during World War II,Blue Eyes,Jan-40,,White Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/773525-betty_dean.jpg,betty_dean_jan_40,Human,16003,,MARVEL Comics,Betty Dean Prentiss,Female Characters,Hydro-Men,1940
2528,Norn Queen,Neutral Characters,Living Characters,127,,7198,Karnilla,221,The sorceress queen of Nornheim who fell in love with Balder the Brave despite being at odds with Asgard.,Purple Eyes,Aug-64,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/5053813-thor%20%282014-%29%20008-010.jpg,karnilla_aug_64,God/Eternal,1916,,MARVEL Comics,Karnilla,Female Characters,Asgardian Gods; Norns,1964
2529,"Pestilence
Death
Hellhound
Hound",Good Characters,Deceased Characters,127,,9637,Caliban,810,"Caliban is a mutant that can sense other mutants within a 25 mile radius of himself. He was a Morlock, a member of X-Factor and X-Force as well as Apocalypse's faithful hellhound.",Black Eyes,Aug-81,,No Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/3308753-caliban.jpg,caliban_aug_81,Mutant,1267,,MARVEL Comics,None,Male Characters,Apocalypse´s Bounty Hunters; Horsemen of Apocalypse; Hounds; Morlocks; The 198; X-Factor; X-Force; X-Men; X-Terminators,1981
2530,Nihil; Ahmyor; Annihil Us; Lord of the Negative Zone; The Living Death That Walks,Neutral Characters,Living Characters,125,,10964,Annihilus,411,"Annihilus, a native of the planet Arthos, is the ruler of the Negative Zone and a longtime foe of the Fantastic Four. He is a nihilist who is obsessed with constantly finding different ways to extend his lifespan and isn't averse to destroying all that which he sees as a threat to his existence.",Green Eyes,Nov-68,,No Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/729694-annihilus.jpg,annihilus_nov_68,Alien,1078,,MARVEL Comics,Annihilus,Male Characters,Annihilation Wave; Galactic Council; The Centurions,1968
2531,Red Sonya of Rogatino; Flame-Hair ; She-Devil; She-Devil with a Sword; The She-Devil of Hyrkania,Good Characters,Deceased Characters,125,,2439,Red Sonja,684,"Known as the ""She-Devil with a Sword,"" Red Sonja is the greatest swordswoman of the Hyborean Age and more than a match for any man in combat. First appearing in Marvel Comics in 1973, Red Sonja has become the archetypal example of the strikingly beautiful warrior woman clad in revealing bikini-like armor.",Brown Eyes,Feb-73,,Red Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/4552236-2386375362-RS197.jpg,red_sonja_feb_73,Human,43031,,MARVEL Comics,Sonjita,Female Characters,,1973
2532,High Priestess,Good Characters,Deceased Characters,122,,3327,Agatha Harkness,284,"Mystical sorceress and a nanny to Franklin Richards. She was also a teacher to the Scarlet Witch, by whom she was murdered in the end.",Blue Eyes,Jan-70,,White Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/193930-163012-agatha-harkness.jpg,agatha_harkness_jan_70,Human,1036,,MARVEL Comics,Agatha Harkness,Female Characters,,1970
2533,Rocky Raccoon; Ranger Rocket; Subject 8P913,Good Characters,Living Characters,120,,32814,Rocket Raccoon,736,"A native of the planet Halfworld in the Keystone Quadrant, Rocket Raccoon is a longtime member of the Guardians of the Galaxy, usually serving as the team's strategist.",Brown Eyes,Jun-76,,Black Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/3778239-rocketraccoon001-9084a.jpg,rocket_raccoon_jun_76,Alien,2359,,MARVEL Comics,Rocket,Male Characters,Avengers; Guardians of the Galaxy; Nova Corps; Technet; The Resistance; The Strangers Prisoners,1976
2534,Lyja the Lazerfist; The Lazerfist; Laura Green; Alicia Masters; Miss Fantastic,Neutral Characters,Living Characters,120,,11892,Lyja,225,"A Skrull who possesses the body armor which gives her power to shapeshift into both animal and human form. She is well-known for her marriage to Johnny Storm, the Human Torch.",Green Eyes,Apr-84,,Green Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/4342674-lyja.jpg,lyja_apr_84,Alien,68317,,MARVEL Comics,Lyja,Female Characters,Dard'van; Fantastic Five; Fantastic Four; Skrulls; Super-Skrulls; The Bio-Predators,1984
2535,Redwing,Good Characters,Living Characters,119,,10275,Wyatt Wingfoot,258,"An ally to the Fantastic Four, Wyatt has saved the team on several occasions and shared many adventures with them.",Brown Eyes,May-66,,Black Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/6671285-wyatt_wingfoot_%28earth-9997%29_paradise_x_vol_1_6%5B1%5D.jpg,wyatt_wingfoot_may_66,Human,2002,,MARVEL Comics,Wyatt Wingfoot,Male Characters,Fantastic Four; Keewazi Tribe; Legion of The Skull,1966
2536,"Sarah Rushman
Lady Tibia ",Neutral Characters,Living Characters,119,,13726,Marrow,774,"A mutant able to control her bone growth, providing her with armor, clubs, and knives. As a child, she was taken in by the Morlocks where she would form the terrorist group Gene Nation before joining the X-Men. Her allegiances have shifted frequently since then. She was de-powered after M-Day.",Blue Eyes,Sep-94,,Red Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/3836957-marrow.jpg,marrow_sep_94,Mutant,2110,,MARVEL Comics,Sarah l,Female Characters,Brotherhood of Evil Mutants; Gene Nation; Morlocks; Red Guard; S.H.I.E.L.D.; The Underground; Weapon X Program; X-Cell; X-Force; X-Men,1994
2537,Captain George Stacy,Good Characters,Deceased Characters,118,,2479,George Stacy,311,A retired New York Police Department captain and the father of Gwen Stacy.,Blue Eyes,Jan-68,,White Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/5713753-stacy.jpg,george_stacy_jan_68,Human,1780,,MARVEL Comics,George Stacy,Male Characters,New U Technologies; New York Police Department,1968
2538,"Joseph Harrow
Mr. H",Bad Characters,Living Characters,116,,6817,Hammerhead,353,A small time criminal that worked his way up to having his own crime family within the Maggia.,Blue Eyes,Oct-72,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/5895617-hammerhead.jpg,hammerhead_oct_72,Cyborg,1786,,MARVEL Comics,Joseph Harrow,Male Characters,Black Cat's Gang; Maggia; Sinister Six; The Inner Demons,1972
2539,"Commander Rann
Hero of the Microverse",Good Characters,Living Characters,115,,24681,Arcturus Rann,143,"Arcturus Rann was an explorer, kept in stasis for 1000 years while touring the microverse through the eyes of his mechanical companion Biotron. Rann awoke to discover his home planet, Homeworld, was subjugated by the tyrant Baron Karza. He helped form the Micronauts to save Homeworld and end Karza's reign of terror.",Brown Eyes,Jan-79,,Brown Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/6342411-rann.jpg,arcturus_rann_jan_79,Alien,16586,,MARVEL Comics,Arcturus Rann,Male Characters,Micronauts; The Enigma Force; The Light Brigade,1979
